"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","itsci","qualification","childunder15","childunder15work","project"
"226","codmine02881","Filon 7",2021-09-21,"Sud-Kivu",150,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","DGI","Chefferie","No traceability program","Rouge","Observed","Creuser, Concassage, Lavage","IPIS - Madini"
"227","codmine02882","Muta Nord",2021-10-09,"Sud-Kivu",90,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Raïa Mutomboki","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","Anti-fraude","No traceability program","Jaune","None observed",NA,"IPIS - Madini"
"228","codmine02891","Matongué",2022-02-06,"Nord-Kivu",210,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Lavage, Traiter les déchets","IPIS - USAID"
"229","codmine02947","Makungu",2021-10-01,"Sud-Kivu",700,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Quotidien","SAEMAPE","Division des mines","Secteur","CNLFM","No traceability program","None","None observed",NA,"IPIS - Madini"
"230","codmine02949","Kuwa",2021-10-06,"Sud-Kivu",225,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Plus d'une fois par semaine","SAEMAPE","Division des mines","Secteur","Village","No traceability program","None","None observed",NA,"IPIS - Madini"
"231","codmine02952","Lwaya",2021-09-19,"Sud-Kivu",136,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Une fois par semaine","SAEMAPE","Division des mines","Localité","CNLFM","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"232","codmine02973","Ngelingeli",2021-10-07,"Sud-Kivu",25,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Anti-fraude","No traceability program","Vert","None observed",NA,"IPIS - Madini"
"233","codmine02977","Wasezya wibingilila",2021-10-04,"Sud-Kivu",200,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine","Police des Mines (PMH)","Quotidien",NA,NA,"SAEMAPE","Division des mines","Chefferie","Division de l'environnement","No traceability program","None","Observed","Traiter les déchets, Usage du mercure","IPIS - Madini"
"234","codmine02978","Lusekeseke",2021-10-03,"Sud-Kivu",180,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Anti-fraude","No traceability program","None","Observed","Lavage, Traiter les déchets","IPIS - Madini"
"235","codmine02981","Kakimbalu",2021-09-29,"Sud-Kivu",33,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"236","codmine03058","Nyakajanga",2022-08-08,"Nord-Kivu",0,"Car or Motorbike","Car or Motorbike","Cassitérite","Coltan",NA,"No data","None observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"237","codmine03060","Buhumba",2022-08-08,"Nord-Kivu",0,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","Maï-Maï APCLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"238","codmine03092","Mulunguzi/Kazombwe",2022-02-25,"Tanganyika",21,"Less than 2h walk","Less than 2h walk","Or","Cuivre",NA,"Observed","None observed","Police Nationale Congolaise (sauf PMH)","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"239","codmine03095","Ngolwa",2022-02-22,"Tanganyika",48,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"240","codmine03097","Mwangaza",2022-01-29,"Sud-Kivu",60,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","DPMR",NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"241","codmine03103","Mpama malewa",2022-02-17,"Tanganyika",42,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"242","codmine03104","Umoja/Mosoko",2022-02-01,"Sud-Kivu",1000,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Groupement","Anti-fraude","No traceability program","None","None observed",NA,"IPIS - USAID"
"243","codmine03105","Lwindi nord",2022-01-31,"Sud-Kivu",250,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","La groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"244","codmine03106","Kapilapila",2022-01-30,"Sud-Kivu",600,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Quotidien","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Groupement","DPMR","No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"245","codmine03117","Kalusumbi",2022-02-18,"Tanganyika",16,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","Observed","Creuser, Transport des minerais, Traiter les déchets","IPIS - USAID"
"246","codmine03138","Madesu ya Bana",2021-07-14,"Ituri",9,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"247","codmine03142","Saba",2022-09-12,"Tanganyika",80,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Groupement",NA,NA,"iTSCI","None","Observed","Traiter les déchets","IPIS - USAID"
"248","codmine03145","Kahemba Sud",2022-09-03,"Tanganyika",300,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"ANR","iTSCI","None","None observed",NA,"IPIS - USAID"
"249","codmine03146","Kahemba Nord",2022-09-03,"Tanganyika",150,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"250","codmine03148","Monga Masolo",2021-07-15,"Ituri",35,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","DGRPI(Direction Générale des récettes provinciales d'ituri)",NA,"No traceability program","None","Observed","Concassage, Lavage, Transport des minerais, Traiter les déchets","IPIS - Madini"
"251","codmine03165","Mapipi bulege kagozu",2022-08-27,"Sud-Kivu",400,"More than 2h walk","More than 2h walk","Or","Wolframite",NA,"Observed","Observed","FARDC","Plus d'une fois par semaine","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Vert","Observed","Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"252","codmine03173","Kashabwa",2021-05-28,"Sud-Kivu",85,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","None observed",NA,"IPIS - Madini"
"253","codmine03174","Nandele",2021-05-27,"Sud-Kivu",35,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","Observed","Traiter les déchets","IPIS - Madini"
"254","codmine03175","Kwa Colonel",2021-05-29,"Sud-Kivu",56,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Plus d'une fois par semaine","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","None observed",NA,"IPIS - Madini"
"255","codmine03176","Amérique",2021-06-04,"Sud-Kivu",20,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - Madini"
"256","codmine03177","Asonge",2021-05-31,"Sud-Kivu",36,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"257","codmine03215","Mukamusi I",2021-09-27,"Sud-Kivu",60,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - Madini"
"258","codmine03296","Etaito droite",2021-12-01,"Nord-Kivu",1,"More than 2h walk","More than 2h walk","Wolframite",NA,NA,"No data","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"Division des mines",NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"259","codmine03297","Etaito gauche",2021-11-30,"Nord-Kivu",3,"Less than 2h walk","Less than 2h walk","Wolframite",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"260","codmine03330","Biholo",2022-08-11,"Nord-Kivu",55,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","Maï-Maï APCLS",NA,"Shishikara","Aléatoire",NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Jaune","None observed",NA,"IPIS - USAID"
"261","codmine03362","Mbange",2022-02-15,"Nord-Kivu",75,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"262","codmine03365","Bandundu",2022-02-15,"Nord-Kivu",350,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R",NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"263","codmine03366","Ma'andoga",2022-02-15,"Nord-Kivu",96,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"264","codmine03375","Mubwahi",2022-03-21,"Sud-Kivu",35,"Less than 2h walk","Less than 2h walk","Or","Cassitérite",NA,"None observed","Observed","Nyatura","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"265","codmine03468","Madegeri",2021-10-02,"Sud-Kivu",200,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï Maï-maï Hapa na pale","Une fois par mois","SAEMAPE","Division des mines","CNLFM","Localité","No traceability program","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"266","codmine03470","Milanga",2021-09-29,"Sud-Kivu",1000,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Plus d'une fois par semaine","SAEMAPE","Division des mines","Secteur","CNLFM","No traceability program","Vert","Observed","Traiter les déchets","IPIS - Madini"
"267","codmine03473","Kachemba",2021-09-24,"Sud-Kivu",154,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Une fois par semaine","SAEMAPE","Division des mines","Village","CNLFM","No traceability program","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"268","codmine03476","Makpama",2021-09-28,"Ituri",2,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - Madini"
"269","codmine03478","Kampala",2021-09-19,"Sud-Kivu",430,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Plus d'une fois par semaine","SAEMAPE","Division des mines","Village",NA,"No traceability program","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"270","codmine03497","Eswiyo wapi",2022-07-04,"Ituri",500,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - PDEC"
"271","codmine03512","Kasilu",2021-09-24,"Sud-Kivu",300,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","Vert","None observed",NA,"IPIS - Madini"
"272","codmine03642","Angote",2021-05-23,"Sud-Kivu",161,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets, Cuisinent pour les creuseurs","IPIS - Madini"
"273","codmine03644","Bwa'ya",2021-05-31,"Sud-Kivu",77,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","DGI","Anti-fraude","No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - Madini"
"274","codmine03645","Mwamulenda",2021-06-02,"Sud-Kivu",66,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","Observed","Lavage, Traiter les déchets","IPIS - Madini"
"275","codmine03646","Milanga",2021-06-04,"Sud-Kivu",63,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"276","codmine03647","Mayumba",2021-06-01,"Sud-Kivu",103,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - Madini"
"277","codmine03648","Milachi",2021-06-07,"Sud-Kivu",140,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"278","codmine03649","Bineza",2021-05-20,"Sud-Kivu",0,"More than 2h walk","More than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","Raïa Mutomboki","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"279","codmine03650","Ngola",2021-05-19,"Sud-Kivu",0,"More than 2h walk","More than 2h walk","Cassitérite","Coltan","Coltan","None observed","Observed","Raïa Mutomboki","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"280","codmine03651","Lutumba",2021-05-20,"Sud-Kivu",13,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Raïa Mutomboki","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"281","codmine03652","Africa Moto",2021-09-25,"Sud-Kivu",150,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","CNPRI",NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"282","codmine03653","Wasezya Nyalinga",2021-10-05,"Sud-Kivu",80,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"Division des mines","SAEMAPE","Chefferie","DPMER","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"283","codmine03654","Topetope",2021-09-28,"Sud-Kivu",35,"More than 2h walk","More than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","FARDC","Une fois par mois","Raïa Mutomboki","Aléatoire",NA,NA,"Division des mines","SAEMAPE","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"284","codmine03655","Manganèse (Wikusa)",2021-09-27,"Sud-Kivu",180,"More than 2h walk","More than 2h walk","Cassitérite","Coltan",NA,"No data","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"Division des mines","SAEMAPE","Chefferie",NA,"No traceability program","Jaune","None observed",NA,"IPIS - Madini"
"285","codmine03656","Kantombi",2021-09-24,"Sud-Kivu",100,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"286","codmine03657","Kamintonko",2021-09-28,"Sud-Kivu",50,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan",NA,"No data","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"Division des mines","SAEMAPE","Chefferie",NA,"No traceability program","Jaune","None observed",NA,"IPIS - Madini"
"287","codmine03658","Mogabilu",2021-09-29,"Sud-Kivu",25,"More than 2h walk","More than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","Jaune","None observed",NA,"IPIS - Madini"
"288","codmine03659","Mangwese",2021-09-29,"Sud-Kivu",70,"More than 2h walk","More than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","FARDC","Aléatoire","Raïa Mutomboki","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"289","codmine03660","D20 (Ilunga2)",2021-09-25,"Sud-Kivu",50,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","Vert","None observed",NA,"IPIS - Madini"
"290","codmine03661","Ekongye",2021-09-30,"Sud-Kivu",90,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Plus d'une fois par semaine","SAEMAPE","Division des mines","Secteur","CNLFM","No traceability program","None","None observed",NA,"IPIS - Madini"
"291","codmine03663","Abamba",2021-09-27,"Sud-Kivu",245,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï YAKUTUMBA","Quotidien",NA,NA,NA,NA,"Village",NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - Madini"
"292","codmine03675","Djof",2021-09-14,"Ituri",80,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Groupe d'autodéfense Zaïre","Quotidien",NA,NA,"Afridex",NA,NA,NA,"No traceability program","None","Observed","Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - Madini"
"293","codmine03676","Lony mokili",2021-09-12,"Ituri",2500,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"Observed","None observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Groupement","Afridex","No traceability program","None","Observed","Concassage, Lavage, Transport des minerais, Usage du mercure, Bêcher en surface à côté des maisons d'achat d'or sur ce site et dans les tranchées après la pluie pour laver la terre ou le sable puis récupérer de l'or","IPIS - Madini"
"294","codmine03677","Dhalo",2021-09-16,"Ituri",720,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Groupe d'autodéfense Zaïre","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Afridex",NA,"No traceability program","None","Observed","Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - Madini"
"295","codmine03678","Usine",2021-09-13,"Ituri",220,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Groupe d'autodéfense Zaïre","Quotidien",NA,NA,"SAEMAPE","Division des mines","Afridex",NA,"No traceability program","None","Observed","Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - Madini"
"296","codmine03679","Shabani",2021-09-17,"Ituri",450,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Groupe d'autodéfense Zaïre","Quotidien",NA,NA,"SAEMAPE","Division des mines","Afridex",NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Usage du mercure","IPIS - Madini"
"297","codmine03680","Kudjuba",2021-09-19,"Ituri",32,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Groupe d'autodéfense Zaïre","Quotidien",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - Madini"
"298","codmine03687","Balabala",2021-08-31,"Ituri",100,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Police des Mines (PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","FFN","Afridex","No traceability program","None","Observed","Lavage, Transport des minerais","IPIS - Madini"
"299","codmine03692","Morgue",2021-10-06,"Ituri",0,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"Observed","Observed","CODECO","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"300","codmine03694","Tsotso",2020-09-01,"Ituri",450,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Codeco","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - Madini"
"301","codmine03695","Asawe",2021-09-10,"Ituri",22,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","CODECO","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"302","codmine03698","Waya",2021-09-11,"Ituri",85,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"303","codmine03699","Pamakele",2021-09-22,"Ituri",65,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri",NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets","IPIS - Madini"
"304","codmine03700","Funga Mukaba",2021-09-26,"Ituri",16,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"305","codmine03701","Mane Central",2021-09-21,"Ituri",10,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"306","codmine03702","Butale",2021-09-23,"Sud-Kivu",405,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Plus d'une fois par semaine","SAEMAPE","Division des mines","Village","CNLFM","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"307","codmine03703","Tulonge",2021-09-28,"Sud-Kivu",400,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Une fois par semaine","SAEMAPE","Division des mines","Village","CNLFM","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"308","codmine03704","Kikuka",2020-10-28,"Nord-Kivu",40,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois par mois","UPLC","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM"
