"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","itsci","qualification","childunder15","childunder15work","project"
"612","codmine02926","Chamishasha",2022-01-14,"Sud-Kivu",40,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"613","codmine02933","Camp Ibomba",2021-09-19,"Maniema",1325,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Plus d'une fois par semaine","Police Nationale Congolaise (sauf PMH)","Plus d'une fois par semaine",NA,NA,"SAEMAPE","Division des mines","Groupement","Chefferie","No traceability program","None","Observed","Creuser, Concassage, Lavage, Traiter les déchets, Usage du mercure","IPIS - USAID"
"614","codmine02947","Makungu",2021-10-01,"Sud-Kivu",700,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Quotidien","SAEMAPE","Division des mines","Secteur","CNLFM","No traceability program","None","None observed",NA,"IPIS - Madini"
"615","codmine02949","Kuwa",2021-10-06,"Sud-Kivu",225,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Plus d'une fois par semaine","SAEMAPE","Division des mines","Secteur","Village","No traceability program","None","None observed",NA,"IPIS - Madini"
"616","codmine02952","Lwaya",2021-09-19,"Sud-Kivu",136,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Une fois par semaine","SAEMAPE","Division des mines","Localité","CNLFM","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"617","codmine02969","Rivière Nzovu",2021-09-25,"Sud-Kivu",80,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"Division des mines","SAEMAPE","Chefferie",NA,"No traceability program","None","Observed","Lavage","IPIS - Madini"
"618","codmine02973","Ngelingeli",2021-10-07,"Sud-Kivu",25,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Anti-fraude","No traceability program","Vert","None observed",NA,"IPIS - Madini"
"619","codmine02977","Wasezya wibingilila",2021-10-04,"Sud-Kivu",200,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine","Police des Mines (PMH)","Quotidien",NA,NA,"SAEMAPE","Division des mines","Chefferie","Division de l'environnement","No traceability program","None","Observed","Traiter les déchets, Usage du mercure","IPIS - Madini"
"620","codmine02978","Lusekeseke",2021-10-03,"Sud-Kivu",180,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Anti-fraude","No traceability program","None","Observed","Lavage, Traiter les déchets","IPIS - Madini"
"621","codmine02980","Wantunga Kanzogu",2021-10-08,"Sud-Kivu",0,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"622","codmine02981","Kakimbalu",2021-09-29,"Sud-Kivu",33,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"623","codmine03057","Nyagisenyi",2022-08-08,"Nord-Kivu",1020,"Car or Motorbike","Car or Motorbike","Cassitérite","Coltan",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","iTSCI","Vert","None observed",NA,"IPIS - USAID"
"624","codmine03058","Nyakajanga",2022-08-08,"Nord-Kivu",0,"Car or Motorbike","Car or Motorbike","Cassitérite","Coltan",NA,"No data","None observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"625","codmine03059","Nyabibwe",2022-08-08,"Nord-Kivu",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"626","codmine03060","Buhumba",2022-08-08,"Nord-Kivu",0,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","Maï-Maï APCLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"627","codmine03062","Kashaki",2021-10-16,"Nord-Kivu",45,"Less than 2h walk","Less than 2h walk","Coltan","Cassitérite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"628","codmine03074","Lumbuzi 2",2021-11-18,"Sud-Kivu",45,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","None observed",NA,"IPIS - USAID"
"629","codmine03090","Mumonela",2022-01-23,"Sud-Kivu",45,"More than 2h walk","More than 2h walk","Cassitérite","Coltan",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"630","codmine03092","Mulunguzi/Kazombwe",2022-02-25,"Tanganyika",21,"Less than 2h walk","Less than 2h walk","Or","Cuivre",NA,"Observed","None observed","Police Nationale Congolaise (sauf PMH)","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"631","codmine03095","Ngolwa",2022-02-22,"Tanganyika",48,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"632","codmine03097","Mwangaza",2022-01-29,"Sud-Kivu",60,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","DPMR",NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"633","codmine03098","Ami bk",2022-01-28,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"634","codmine03100","Checheni",2022-01-13,"Sud-Kivu",60,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"635","codmine03103","Mpama malewa",2022-02-17,"Tanganyika",42,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"636","codmine03104","Umoja/Mosoko",2022-02-01,"Sud-Kivu",1000,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Groupement","Anti-fraude","No traceability program","None","None observed",NA,"IPIS - USAID"
"637","codmine03105","Lwindi nord",2022-01-31,"Sud-Kivu",250,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","La groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"638","codmine03106","Kapilapila",2022-01-30,"Sud-Kivu",600,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Quotidien","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Groupement","DPMR","No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"639","codmine03107","Kainga",2022-01-30,"Sud-Kivu",50,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"640","codmine03114","Lunga",2022-01-01,"Tanganyika",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"641","codmine03115","Hewa bora",2022-02-24,"Tanganyika",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"642","codmine03117","Kalusumbi",2022-02-18,"Tanganyika",16,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","Observed","Creuser, Transport des minerais, Traiter les déchets","IPIS - USAID"
"643","codmine03122","Makalanga",2021-10-15,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"644","codmine03125","Mambwe",2022-02-19,"Tanganyika",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"645","codmine03126","Bipemba",2022-08-03,"Maniema",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"646","codmine03133","Mususa nord",2022-08-03,"Maniema",0,"No data","No data","Cassitérite","Wolframite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"647","codmine03134","Kalosongo",2022-08-03,"Maniema",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"648","codmine03136","Misombo",2022-08-03,"Maniema",0,"No data","No data","Wolframite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"649","codmine03138","Madesu ya Bana",2021-07-14,"Ituri",9,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"650","codmine03142","Saba",2022-09-12,"Tanganyika",80,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Groupement",NA,NA,"iTSCI","None","Observed","Traiter les déchets","IPIS - USAID"
"651","codmine03143","Mantantali 2",2022-09-05,"Tanganyika",0,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"652","codmine03145","Kahemba Sud",2022-09-03,"Tanganyika",300,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"ANR","iTSCI","None","None observed",NA,"IPIS - USAID"
"653","codmine03146","Kahemba Nord",2022-09-03,"Tanganyika",150,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"654","codmine03148","Monga Masolo",2021-07-15,"Ituri",35,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","DGRPI(Direction Générale des récettes provinciales d'ituri)",NA,"No traceability program","None","Observed","Concassage, Lavage, Transport des minerais, Traiter les déchets","IPIS - Madini"
"655","codmine03149","Mbisi",2022-09-11,"Tanganyika",0,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"656","codmine03161","Ngonga",2022-09-11,"Tanganyika",0,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"657","codmine03165","Mapipi bulege kagozu",2022-08-27,"Sud-Kivu",400,"More than 2h walk","More than 2h walk","Or","Wolframite",NA,"Observed","Observed","FARDC","Plus d'une fois par semaine","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Vert","Observed","Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"658","codmine03173","Kashabwa",2021-05-28,"Sud-Kivu",85,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","None observed",NA,"IPIS - Madini"
"659","codmine03174","Nandele",2021-05-27,"Sud-Kivu",35,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","Observed","Traiter les déchets","IPIS - Madini"
"660","codmine03175","Kwa Colonel",2021-05-29,"Sud-Kivu",56,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Plus d'une fois par semaine","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","None observed",NA,"IPIS - Madini"
"661","codmine03176","Amérique",2021-06-04,"Sud-Kivu",20,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - Madini"
"662","codmine03177","Asonge",2021-05-31,"Sud-Kivu",36,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"663","codmine03178","Luzinzi",2022-08-06,"Sud-Kivu",0,"No data","No data","Cassitérite","Wolframite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"664","codmine03215","Mukamusi I",2021-09-27,"Sud-Kivu",60,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - Madini"
"665","codmine03228","Zua idée",2021-09-18,"Maniema",165,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"666","codmine03237","Cinquantenaire",2021-09-25,"Maniema",135,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"667","codmine03239","Kasingi",2021-09-22,"Maniema",145,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire","FARDC","Aléatoire","SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Usage du mercure","IPIS - USAID"
"668","codmine03295","Mambile",2021-11-24,"Nord-Kivu",0,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"669","codmine03296","Etaito droite",2021-12-01,"Nord-Kivu",1,"More than 2h walk","More than 2h walk","Wolframite",NA,NA,"No data","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"Division des mines",NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"670","codmine03297","Etaito gauche",2021-11-30,"Nord-Kivu",3,"Less than 2h walk","Less than 2h walk","Wolframite",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"671","codmine03304","Magiatane",2022-03-01,"Maniema",275,"More than 2h walk","More than 2h walk","Or","Diamant",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"672","codmine03310","Gecamines",2022-03-01,"Maniema",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"673","codmine03312","Tcholo",2022-03-01,"Maniema",75,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"674","codmine03313","Kilomoto1",2022-03-01,"Maniema",55,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Quotidien","Police Nationale Congolaise (sauf PMH)","Quotidien",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"675","codmine03315","Kaviru",2022-01-22,"Nord-Kivu",41,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"676","codmine03319","Etogo 1",2022-03-01,"Maniema",10,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"Division des mines",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"677","codmine03320","Etogo 2",2022-03-01,"Maniema",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"678","codmine03329","Mambo Bado",2022-06-30,"Ituri",0,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - PDEC"
"679","codmine03330","Biholo",2022-08-11,"Nord-Kivu",55,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","Maï-Maï APCLS",NA,"Shishikara","Aléatoire",NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Jaune","None observed",NA,"IPIS - USAID"
