Unnamed: 0,name,visit_date,province,workers_numb,mineral1,mineral2,mineral3,mercury,interference,armed_group1,armed_group2,armed_group3,state_service1,state_service2,state_service3,state_service4,childunder15work
610,Zolazola,2022-07-13,Sud-Kivu,0,Cassitérite,,,No data,None observed,,,,,,,,
611,Bihula,2021-10-01,Nord-Kivu,20,Cassitérite,Coltan,,No data,None observed,,,,SAEMAPE,Division des mines,,,
612,Chamishasha,2022-01-14,Sud-Kivu,40,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
613,Camp Ibomba,2021-09-19,Maniema,1325,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Groupement,Chefferie,"Creuser, Concassage, Lavage, Traiter les déchets, Usage du mercure"
614,Makungu,2021-10-01,Sud-Kivu,700,Or,,,Observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Police des Mines (PMH),SAEMAPE,Division des mines,Secteur,CNLFM,
615,Kuwa,2021-10-06,Sud-Kivu,225,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Police des Mines (PMH),SAEMAPE,Division des mines,Secteur,Village,
616,Lwaya,2021-09-19,Sud-Kivu,136,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Police des Mines (PMH),SAEMAPE,Division des mines,Localité,CNLFM,"Creuser, Lavage, Traiter les déchets"
617,Rivière Nzovu,2021-09-25,Sud-Kivu,80,Cassitérite,,,No data,None observed,,,,Division des mines,SAEMAPE,Chefferie,,Lavage
618,Ngelingeli,2021-10-07,Sud-Kivu,25,Or,,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,Chefferie,Anti-fraude,
619,Wasezya wibingilila,2021-10-04,Sud-Kivu,200,Or,,,Observed,Observed,FARDC,Police des Mines (PMH),,SAEMAPE,Division des mines,Chefferie,Division de l'environnement,"Traiter les déchets, Usage du mercure"
620,Lusekeseke,2021-10-03,Sud-Kivu,180,Or,,,Observed,Observed,FARDC,,,SAEMAPE,Division des mines,Chefferie,Anti-fraude,"Lavage, Traiter les déchets"
621,Wantunga Kanzogu,2021-10-08,Sud-Kivu,0,Or,,,None observed,None observed,,,,,,,,
622,Kakimbalu,2021-09-29,Sud-Kivu,33,Or,,,Observed,Observed,FARDC,,,SAEMAPE,,,,
623,Nyagisenyi,2022-08-08,Nord-Kivu,1020,Cassitérite,Coltan,,No data,None observed,,,,SAEMAPE,Division des mines,,Chefferie,
624,Nyakajanga,2022-08-08,Nord-Kivu,0,Cassitérite,Coltan,,No data,None observed,FARDC,,,,,,,
625,Nyabibwe,2022-08-08,Nord-Kivu,0,Cassitérite,,,No data,None observed,,,,,,,,
626,Buhumba,2022-08-08,Nord-Kivu,0,Cassitérite,Coltan,,No data,Observed,Maï-Maï APCLS,,,,,,,
627,Kashaki,2021-10-16,Nord-Kivu,45,Coltan,Cassitérite,,No data,None observed,,,,SAEMAPE,Division des mines,,,
628,Lumbuzi 2,2021-11-18,Sud-Kivu,45,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,Chefferie,
629,Mumonela,2022-01-23,Sud-Kivu,45,Cassitérite,Coltan,,No data,None observed,,,,SAEMAPE,Division des mines,,,
630,Mulunguzi/Kazombwe,2022-02-25,Tanganyika,21,Or,Cuivre,,Observed,None observed,Police Nationale Congolaise (sauf PMH),,,,,,,
631,Ngolwa,2022-02-22,Tanganyika,48,Or,,,Observed,None observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,Groupement,
632,Mwangaza,2022-01-29,Sud-Kivu,60,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,DPMR,,"Creuser, Traiter les déchets"
633,Ami bk,2022-01-28,Sud-Kivu,0,Or,,,No data,None observed,,,,,,,,
634,Checheni,2022-01-13,Sud-Kivu,60,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
635,Mpama malewa,2022-02-17,Tanganyika,42,Or,,,Observed,None observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,Groupement,
636,Umoja/Mosoko,2022-02-01,Sud-Kivu,1000,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Groupement,Anti-fraude,
637,Lwindi nord,2022-01-31,Sud-Kivu,250,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,La groupement,,
638,Kapilapila,2022-01-30,Sud-Kivu,600,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Groupement,DPMR,"Creuser, Lavage"
639,Kainga,2022-01-30,Sud-Kivu,50,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,,,
640,Lunga,2022-01-01,Tanganyika,0,Or,,,No data,None observed,,,,,,,,
641,Hewa bora,2022-02-24,Tanganyika,0,Or,,,No data,None observed,,,,,,,,
642,Kalusumbi,2022-02-18,Tanganyika,16,Or,,,Observed,None observed,Police Nationale Congolaise (sauf PMH),,,SAEMAPE,Division des mines,,Groupement,"Creuser, Transport des minerais, Traiter les déchets"
643,Makalanga,2021-10-15,Sud-Kivu,0,Or,,,No data,None observed,,,,,,,,
644,Mambwe,2022-02-19,Tanganyika,0,Or,,,No data,None observed,,,,,,,,
645,Bipemba,2022-08-03,Maniema,0,Cassitérite,,,No data,None observed,,,,,,,,
646,Mususa nord,2022-08-03,Maniema,0,Cassitérite,Wolframite,,No data,None observed,,,,,,,,
647,Kalosongo,2022-08-03,Maniema,0,Cassitérite,,,No data,None observed,,,,,,,,
648,Misombo,2022-08-03,Maniema,0,Wolframite,,,No data,None observed,,,,,,,,
649,Madesu ya Bana,2021-07-14,Ituri,9,Or,,,None observed,Observed,FARDC,,,,,,,
650,Saba,2022-09-12,Tanganyika,80,Coltan,,,No data,Observed,FARDC,,,SAEMAPE,Groupement,,,Traiter les déchets
651,Mantantali 2,2022-09-05,Tanganyika,0,Coltan,,,No data,None observed,,,,,,,,
652,Kahemba Sud,2022-09-03,Tanganyika,300,Coltan,,,No data,Observed,FARDC,,,SAEMAPE,Division des mines,,ANR,
653,Kahemba Nord,2022-09-03,Tanganyika,150,Coltan,,,No data,Observed,FARDC,,,SAEMAPE,,,,
654,Monga Masolo,2021-07-15,Ituri,35,Or,,,Observed,None observed,FARDC,,,SAEMAPE,Division des mines,DGRPI(Direction Générale des récettes provinciales d'ituri),,"Concassage, Lavage, Transport des minerais, Traiter les déchets"
655,Mbisi,2022-09-11,Tanganyika,0,Coltan,,,No data,None observed,,,,,,,,
656,Ngonga,2022-09-11,Tanganyika,0,Coltan,,,No data,None observed,,,,,,,,
657,Mapipi bulege kagozu,2022-08-27,Sud-Kivu,400,Or,Wolframite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,DGI,"Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
658,Kashabwa,2021-05-28,Sud-Kivu,85,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Maï-Maï EBUELA MUTETEZI,SAEMAPE,Division des mines,Anti-fraude,DGI,
659,Nandele,2021-05-27,Sud-Kivu,35,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Maï-Maï EBUELA MUTETEZI,SAEMAPE,Division des mines,Anti-fraude,DGI,Traiter les déchets
660,Kwa Colonel,2021-05-29,Sud-Kivu,56,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Maï-Maï EBUELA MUTETEZI,SAEMAPE,Division des mines,Anti-fraude,DGI,
661,Amérique,2021-06-04,Sud-Kivu,20,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Maï-Maï EBUELA MUTETEZI,SAEMAPE,Division des mines,Anti-fraude,DGI,"Creuser, Traiter les déchets"
662,Asonge,2021-05-31,Sud-Kivu,36,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Maï-Maï EBUELA MUTETEZI,SAEMAPE,Division des mines,Anti-fraude,DGI,"Creuser, Lavage, Traiter les déchets"
663,Luzinzi,2022-08-06,Sud-Kivu,0,Cassitérite,Wolframite,,No data,None observed,,,,,,,,
664,Mukamusi I,2021-09-27,Sud-Kivu,60,Or,,,Observed,Observed,FARDC,,,SAEMAPE,Division des mines,Chefferie,,
665,Zua idée,2021-09-18,Maniema,165,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,"Creuser, Traiter les déchets"
666,Cinquantenaire,2021-09-25,Maniema,135,Or,,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,,,"Creuser, Traiter les déchets"
667,Kasingi,2021-09-22,Maniema,145,Or,,,Observed,None observed,FARDC,Police Nationale Congolaise (sauf PMH),FARDC,SAEMAPE,Division des mines,,,"Creuser, Lavage, Usage du mercure"
668,Mambile,2021-11-24,Nord-Kivu,0,Coltan,,,No data,None observed,,,,,,,,
669,Etaito droite,2021-12-01,Nord-Kivu,1,Wolframite,,,No data,Observed,FARDC,,,Division des mines,,,,
670,Etaito gauche,2021-11-30,Nord-Kivu,3,Wolframite,,,No data,Observed,FARDC,,,,,,,
671,Magiatane,2022-03-01,Maniema,275,Or,Diamant,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
672,Gecamines,2022-03-01,Maniema,0,Or,,,No data,None observed,,,,,,,,
673,Tcholo,2022-03-01,Maniema,75,Or,,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,,,
674,Kilomoto1,2022-03-01,Maniema,55,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,,,,,Creuser
675,Kaviru,2022-01-22,Nord-Kivu,41,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
676,Etogo 1,2022-03-01,Maniema,10,Or,,,Observed,Observed,FARDC,,,Division des mines,,,,
677,Etogo 2,2022-03-01,Maniema,0,Or,,,No data,None observed,,,,,,,,
678,Mambo Bado,2022-06-30,Ituri,0,Or,,,None observed,None observed,,,,,,,,
679,Biholo,2022-08-11,Nord-Kivu,55,Coltan,,,No data,Observed,Maï-Maï APCLS,Shishikara,,SAEMAPE,,,,
680,Tufia 1,2022-03-07,Maniema,0,Or,,,No data,None observed,,,,,,,,
681,Kilomoto 2,2022-03-01,Maniema,0,Or,,,No data,None observed,,,,,,,,
682,Nyarwenda,2022-08-18,Nord-Kivu,0,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
683,Luberike,2022-08-18,Nord-Kivu,0,Or,,,No data,None observed,,,,,,,,
684,Mbange,2022-02-15,Nord-Kivu,75,Or,,,None observed,Observed,Maï-Maï FPP/AP,,,,,,,
685,Bandundu,2022-02-15,Nord-Kivu,350,Or,,,Observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,
686,Ma'andoga,2022-02-15,Nord-Kivu,96,Or,,,None observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,
687,Mubwahi,2022-03-21,Sud-Kivu,35,Or,Cassitérite,,None observed,Observed,Nyatura,,,,,,,
688,Madegeri,2021-10-02,Sud-Kivu,200,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Maï-Maï Maï-maï Hapa na pale,SAEMAPE,Division des mines,CNLFM,Localité,"Creuser, Lavage, Traiter les déchets"
689,Milanga,2021-09-29,Sud-Kivu,1000,Or,,,Observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Police des Mines (PMH),SAEMAPE,Division des mines,Secteur,CNLFM,Traiter les déchets
690,Kachemba,2021-09-24,Sud-Kivu,154,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Police des Mines (PMH),SAEMAPE,Division des mines,Village,CNLFM,"Creuser, Lavage, Traiter les déchets"
691,Canaan,2021-06-22,Ituri,60,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Direction Générale des recettes provinciales d'ituri,,
692,Makpama,2021-09-28,Ituri,2,Or,,,None observed,None observed,FARDC,,,,,,,
693,Kampala,2021-09-19,Sud-Kivu,430,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Police des Mines (PMH),SAEMAPE,Division des mines,Village,,"Creuser, Lavage, Traiter les déchets"
694,Eswiyo wapi,2022-07-04,Ituri,500,Or,,,Observed,Observed,FARDC,,,,,,,
695,Kasilu,2021-09-24,Sud-Kivu,300,Cassitérite,,,No data,None observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,,
696,Kaichokea,2020-10-26,Nord-Kivu,15,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
697,Moku Centre,2022-01-10,Haut-Uele,250,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,Chefferie,"Creuser, Lavage, Transport des minerais"
698,Onze,2022-01-22,Haut-Uele,0,Or,,,No data,None observed,,,,,,,,
699,Camp Mbele,2022-01-20,Haut-Uele,380,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,Chefferie,"Lavage, Transport des minerais, Usage du mercure"
700,Kutukutu,2022-01-19,Haut-Uele,168,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,Chefferie,"Creuser, Lavage, Transport des minerais, Usage du mercure"
701,Kadungu,2022-01-19,Haut-Uele,447,Or,,,Observed,Observed,Police Nationale Congolaise (sauf PMH),,,SAEMAPE,Division des mines,Chefferie,Environnement,"Creuser, Lavage, Usage du mercure"
702,Sesemakpo,2022-01-21,Haut-Uele,85,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,Chefferie,"Creuser, Lavage, Transport des minerais, Usage du mercure, Raser dans les tranchées après les activités d'abattage hydraulique"
703,Menze Centrale,2022-01-12,Haut-Uele,500,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
704,Menze Vatican,2022-01-12,Haut-Uele,230,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
705,Toli Midi,2022-01-13,Haut-Uele,150,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,Chefferie,
706,Kanguri,2021-05-27,Sud-Kivu,25,Or,Tourmaline,,None observed,None observed,,,,SAEMAPE,Division des mines,,,"Creuser, Lavage"
707,Kaziba,2021-05-23,Sud-Kivu,5,Coltan,,,No data,None observed,,,,SAEMAPE,Division des mines,,,
708,Changugu,2021-05-30,Sud-Kivu,0,Cassitérite,Coltan,,No data,None observed,,,,SAEMAPE,Division des mines,,,
709,Ruhuwe,2021-06-03,Sud-Kivu,50,Cassitérite,Coltan,,No data,None observed,,,,SAEMAPE,Division des mines,,,
710,Angote,2021-05-23,Sud-Kivu,161,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Maï-Maï EBUELA MUTETEZI,SAEMAPE,Division des mines,Anti-fraude,DGI,"Creuser, Lavage, Traiter les déchets, Cuisinent pour les creuseurs"
711,Mukera/Mwamba,2021-06-05,Sud-Kivu,0,Or,,,None observed,None observed,,,,,,,,
712,Bwa'ya,2021-05-31,Sud-Kivu,77,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Maï-Maï EBUELA MUTETEZI,SAEMAPE,Division des mines,DGI,Anti-fraude,"Creuser, Traiter les déchets"
713,Mwamulenda,2021-06-02,Sud-Kivu,66,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Maï-Maï EBUELA MUTETEZI,SAEMAPE,Division des mines,Anti-fraude,DGI,"Lavage, Traiter les déchets"
714,Milanga,2021-06-04,Sud-Kivu,63,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Maï-Maï EBUELA MUTETEZI,SAEMAPE,Division des mines,Anti-fraude,DGI,"Creuser, Lavage, Traiter les déchets"
715,Mayumba,2021-06-01,Sud-Kivu,103,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Maï-Maï EBUELA MUTETEZI,SAEMAPE,Division des mines,Anti-fraude,DGI,"Creuser, Traiter les déchets"
716,Milachi,2021-06-07,Sud-Kivu,140,Or,,,None observed,Observed,Maï-Maï YAKUTUMBA,Maï-Maï EBUELA MUTETEZI,,SAEMAPE,Division des mines,,,
717,Bineza,2021-05-20,Sud-Kivu,0,Cassitérite,Coltan,,No data,Observed,Raïa Mutomboki,,,,,,,
718,Ngola,2021-05-19,Sud-Kivu,0,Cassitérite,Coltan,Coltan,None observed,Observed,Raïa Mutomboki,,,,,,,
719,Lutumba,2021-05-20,Sud-Kivu,13,Or,,,None observed,Observed,Raïa Mutomboki,,,,,,,
720,Africa Moto,2021-09-25,Sud-Kivu,150,Or,,,Observed,Observed,FARDC,,,SAEMAPE,Division des mines,CNPRI,,
721,Wasezya Nyalinga,2021-10-05,Sud-Kivu,80,Or,,,Observed,Observed,FARDC,,,Division des mines,SAEMAPE,Chefferie,DPMER,"Creuser, Lavage, Traiter les déchets"
722,Topetope,2021-09-28,Sud-Kivu,35,Cassitérite,Coltan,,No data,Observed,FARDC,Raïa Mutomboki,,Division des mines,SAEMAPE,Chefferie,,
723,Manganèse (Wikusa),2021-09-27,Sud-Kivu,180,Cassitérite,Coltan,,No data,None observed,FARDC,,,Division des mines,SAEMAPE,Chefferie,,
724,Kantombi,2021-09-24,Sud-Kivu,100,Cassitérite,,,No data,Observed,FARDC,,,SAEMAPE,Division des mines,Chefferie,,
725,Kamintonko,2021-09-28,Sud-Kivu,50,Cassitérite,Coltan,,No data,None observed,FARDC,,,Division des mines,SAEMAPE,Chefferie,,
726,Mogabilu,2021-09-29,Sud-Kivu,25,Cassitérite,Coltan,,No data,Observed,FARDC,,,SAEMAPE,Division des mines,Chefferie,,
727,Mangwese,2021-09-29,Sud-Kivu,70,Cassitérite,Coltan,,No data,Observed,FARDC,Raïa Mutomboki,,SAEMAPE,Division des mines,Chefferie,,
728,D20 (Ilunga2),2021-09-25,Sud-Kivu,50,Cassitérite,,,No data,Observed,FARDC,,,SAEMAPE,Division des mines,Chefferie,,
729,Ekongye,2021-09-30,Sud-Kivu,90,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Police des Mines (PMH),SAEMAPE,Division des mines,Secteur,CNLFM,
730,Abamba,2021-09-27,Sud-Kivu,245,Or,,,None observed,Observed,Maï-Maï YAKUTUMBA,,,Village,,,,"Creuser, Lavage"
731,100kg,2022-10-02,Tanganyika,0,Coltan,,,No data,None observed,,,,,,,,
732,Djof,2021-09-14,Ituri,80,Or,,,Observed,Observed,FARDC,Groupe d'autodéfense Zaïre,,Afridex,,,,"Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
733,Lony mokili,2021-09-12,Ituri,2500,Or,,,Observed,None observed,FARDC,,,SAEMAPE,Division des mines,Groupement,Afridex,"Concassage, Lavage, Transport des minerais, Usage du mercure, Bêcher en surface à côté des maisons d'achat d'or sur ce site et dans les tranchées après la pluie pour laver la terre ou le sable puis récupérer de l'or"
734,Dhalo,2021-09-16,Ituri,720,Or,,,Observed,Observed,FARDC,Groupe d'autodéfense Zaïre,,SAEMAPE,Division des mines,Afridex,,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
735,Usine,2021-09-13,Ituri,220,Or,,,Observed,Observed,FARDC,Groupe d'autodéfense Zaïre,,SAEMAPE,Division des mines,Afridex,,"Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
736,Shabani,2021-09-17,Ituri,450,Or,,,Observed,Observed,FARDC,Groupe d'autodéfense Zaïre,,SAEMAPE,Division des mines,Afridex,,"Creuser, Lavage, Transport des minerais, Usage du mercure"
737,Kudjuba,2021-09-19,Ituri,32,Or,,,Observed,Observed,FARDC,Groupe d'autodéfense Zaïre,,,,,,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
738,FM Bogoro,2021-09-15,Ituri,185,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,FFN,Groupement,"Creuser, Concassage, Lavage, Transport des minerais, Usage du mercure"
739,Kiviri Delta force,2021-06-17,Ituri,25,Or,,,None observed,None observed,,,,,,,,"Creuser, Lavage, Traiter les déchets"
740,Texas Usine,2021-09-01,Ituri,350,Or,,,Observed,None observed,,,,,,,,"Creuser, Lavage, Transport des minerais, Usage du mercure"
741,Malabo Jerusalem,2021-09-09,Ituri,130,Or,,,Observed,None observed,,,,FFN,,,,"Creuser, Lavage, Transport des minerais, Usage du mercure"
742,Brii,2021-09-09,Ituri,380,Or,,,Observed,None observed,,,,FFN,,,,"Creuser, Transport des minerais, Ramasser les minerais à la surface pour aller au broyage"
743,Be Baluma,2021-08-17,Ituri,650,Or,,,Observed,None observed,,,,Division des mines,Afridex,,,"Lavage, Transport des minerais, Ramasser les minerais dans la terre en surface"
744,Balabala,2021-08-31,Ituri,100,Or,,,None observed,Observed,Police des Mines (PMH),,,SAEMAPE,Division des mines,FFN,Afridex,"Lavage, Transport des minerais"
745,Nizii 4,2021-08-19,Ituri,600,Or,,,None observed,None observed,,,,SAEMAPE,Chefferie,Afridex,,"Creuser, Lavage, Transport des minerais"
746,La Grâce,2021-08-16,Ituri,520,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,FFN,Afridex,"Creuser, Lavage, Transport des minerais"
747,Frigo,2021-09-07,Ituri,0,Or,,,None observed,None observed,,,,,,,,
748,Camp Ketele,2021-06-23,Ituri,35,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
749,Morgue,2021-10-06,Ituri,0,Or,,,Observed,Observed,CODECO,,,,,,,
750,Jamay,2021-08-17,Ituri,150,Or,,,None observed,None observed,,,,,,,,"Creuser, Lavage, Transport des minerais"
751,Tsotso,2020-09-01,Ituri,450,Or,,,Observed,Observed,Codeco,,,,,,,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
752,Asawe,2021-09-10,Ituri,22,Or,,,None observed,Observed,FARDC,CODECO,,,,,,
753,Jidda,2021-08-18,Ituri,95,Or,,,None observed,None observed,,,,,,,,Lavage
754,Kpata,2021-09-06,Ituri,16,Or,,,None observed,None observed,,,,,,,,"Creuser, Lavage, Transport des minerais"
755,Waya,2021-09-11,Ituri,85,Or,,,Observed,None observed,FARDC,,,,,,,
756,Pamakele,2021-09-22,Ituri,65,Or,,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,Direction Générale des recettes provinciales d'ituri,,"Creuser, Lavage, Transport des minerais, Traiter les déchets"
757,Funga Mukaba,2021-09-26,Ituri,16,Or,,,None observed,Observed,FARDC,,,,,,,
758,Mane Central,2021-09-21,Ituri,10,Or,,,None observed,Observed,FARDC,,,,,,,
759,Butale,2021-09-23,Sud-Kivu,405,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Police des Mines (PMH),SAEMAPE,Division des mines,Village,CNLFM,"Creuser, Lavage, Traiter les déchets"
760,Tulonge,2021-09-28,Sud-Kivu,400,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Police des Mines (PMH),SAEMAPE,Division des mines,Village,CNLFM,"Creuser, Lavage, Traiter les déchets"
761,Kikuka,2020-10-28,Nord-Kivu,40,Or,,,Observed,Observed,FARDC,UPLC,,SAEMAPE,Division des mines,,,
762,Mazembe,2020-10-28,Nord-Kivu,140,Or,,,Observed,Observed,UPLC,FARDC,,SAEMAPE,Division des mines,,,
763,Kimbimba,2020-10-31,Nord-Kivu,61,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
764,Kithokolo,2020-10-26,Nord-Kivu,86,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,INDUSTRIE,Environnement,
765,Mangalala,2020-10-21,Nord-Kivu,60,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
766,Viritsi,2020-10-27,Nord-Kivu,5,Or,,,None observed,Observed,UPLC,,,,,,,
767,Luba,2020-09-03,Ituri,150,Or,,,Observed,Observed,FARDC,Codeco,,,,,,"Lavage, Transport des minerais, Traiter les déchets"
768,Baluma,2021-09-10,Ituri,750,Or,,,Observed,None observed,,,,FFN,,,,"Creuser, Lavage, Transport des minerais, Traiter les déchets"
769,Baragumu,2021-08-16,Ituri,96,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,Afridex,"Creuser, Lavage, Transport des minerais"
770,Luba,2021-09-07,Ituri,160,Or,,,None observed,None observed,FARDC,,,Division des mines,FFN,,,"Creuser, Lavage, Transport des minerais"
771,Amani Bethléem,2021-09-02,Ituri,90,Or,,,Observed,None observed,,,,Division des mines,FFN,Chefferie,Dgrpi,"Creuser, Lavage, Transport des minerais, Usage du mercure"
772,Basisi,2021-09-04,Ituri,40,Or,,,Observed,None observed,,,,,,,,
773,Budjokpa,2021-09-08,Ituri,150,Or,,,Observed,None observed,,,,,,,,
774,Djolongi,2021-09-03,Ituri,95,Or,,,Observed,None observed,,,,Division des mines,Chefferie,FFN,,"Creuser, Transport des minerais"
775,Gû,2021-08-30,Ituri,95,Or,,,None observed,Observed,Police des Mines (PMH),,,Division des mines,FFN,Chefferie,DGRPI,"Creuser, Lavage, Transport des minerais"
776,Kalukundu,2021-10-28,Sud-Kivu,20,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
777,Kakangala,2021-10-05,Sud-Kivu,25,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,Creuser
778,Tosalakodi 1,2021-09-29,Maniema,122,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,DGI,
779,Bitangala,2021-09-29,Maniema,205,Or,,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,,DGI,"Creuser, Traiter les déchets, Usage du mercure"
780,Nyangombela,2021-09-30,Maniema,130,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,DGI,
781,Toboso,2021-10-04,Maniema,450,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,Chefferie,
782,Kalokalo,2021-10-12,Sud-Kivu,15,Coltan,,,No data,None observed,,,,SAEMAPE,Division des mines,,,
783,Kabikokole,2021-10-13,Sud-Kivu,15,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
784,Ondombe,2021-10-29,Tshopo,38,Or,,,None observed,Observed,FARDC,,,SAEMAPE,Chefferie,,,
785,Paris Soir,2021-10-30,Tshopo,21,Or,,,None observed,None observed,,,,,,,,
786,Belgique,2021-10-28,Tshopo,350,Or,,,Observed,Observed,Maï-Maï Luc,,,,,,,"Creuser, Concassage, Lavage, Transport des minerais, Usage du mercure, Raser les tranchées"
787,Itabile,2021-10-31,Tshopo,250,Or,Coltan,,None observed,Observed,Maï-Maï Luc,,,,,,,
788,Masoso,2021-11-02,Tshopo,13,Or,,,None observed,Observed,Maï-Maï UPRD,,,,,,,
789,Asegera,2021-11-03,Tshopo,14,Or,,,None observed,Observed,Maï-Maï Luc,,,,,,,
790,Gbado,2021-11-01,Tshopo,52,Or,Coltan,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,Secteur,ANR,
791,Kingo jaune,2021-11-02,Tshopo,18,Or,Diamant,,None observed,Observed,FARDC,,,,,,,
792,Mungu Iko,2021-11-05,Tshopo,0,Coltan,,,No data,None observed,,,,,,,,
793,Duame,2021-11-05,Tshopo,7,Or,,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,,,
794,Rwanda,2021-11-13,Tanganyika,26,Or,,,None observed,Observed,FARDC,Maï-Maï Bitonto,,SAEMAPE,Division des mines,Groupement,,
795,Kanyuki,2021-11-17,Tanganyika,52,Or,,,Observed,None observed,FARDC,,,SAEMAPE,Division des mines,Groupement,,
796,Malewa,2021-11-19,Tanganyika,19,Or,,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,,,
